message,emotion
i starve myself at school just to keep that money the moment has finally came why do i feel so doubtful now,fear
i feel i have some really sweet incentives too,love
i feels that it is his responsibility to take mikan out of the dangerous school because he was the one who enrolled her,anger
at the hairdressers,anger
im perfectly fine with having another weeks left its turned out to be a lot of fun and quite empowering to crossfit while pregnant and i feel amazing yet,surprise
im feeling benevolent,joy
i feel popular and helpful sort of way,joy
i find myself feeling jealous i to pull away because i dont like to compete with others for anything,anger
i feel in a creative mood but not really writing,joy
i love him for his voice which i feel is one of the most sincere and honest voices in rock,joy
ive met who are heading to the south pacific every time i hear them talking among theirs selves about their destination i feel a little pang of longing to join them,love
im feeling romantic and glamorous,love
i feel so much sadness and pain during the times i m not there on her couch but then my mind goes blank when i am on the couch,sadness
i feel threatened being alone,fear
i sense the spirits of those who are buried here as well as the people that were supposed to be buried here but were moved feel victimized but at the same time are now fiercely protective of this place,sadness
i feel like i m one those curious people going to the zoo to see a rare species,surprise
i feel a caring and a peace,love
